"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 27 13:55:48 GMT 2021","Fri Aug 27 13:55:50 GMT 2021","2147","","com.epam.jdi.httptests.example.ServiceTests","","","","cookiesTest()",""
"passed","Fri Aug 27 13:55:57 GMT 2021","Fri Aug 27 13:55:58 GMT 2021","465","","com.epam.jdi.httptests.example.ServiceTests","","","","simpleRestTest()",""
"passed","Fri Aug 27 13:56:00 GMT 2021","Fri Aug 27 13:56:01 GMT 2021","1124","","com.epam.jdi.httptests.example.TrelloTests","","","","assignBoardToOrganization()",""
"passed","Fri Aug 27 13:56:01 GMT 2021","Fri Aug 27 13:56:03 GMT 2021","2232","","com.epam.jdi.httptests.example.TrelloTests","","","","createCardInBoard()",""
"passed","Fri Aug 27 13:55:57 GMT 2021","Fri Aug 27 13:55:57 GMT 2021","524","","com.epam.jdi.httptests.example.ServiceTests","","","","noServiceObjectTest()",""
"passed","Fri Aug 27 13:55:59 GMT 2021","Fri Aug 27 13:56:00 GMT 2021","533","","com.epam.jdi.httptests.example.ServiceSettingsTests","","","","assignBoardToOrganization()",""
"passed","Fri Aug 27 13:55:50 GMT 2021","Fri Aug 27 13:55:56 GMT 2021","6335","","com.epam.jdi.httptests.example.ServiceTests","","","","retryRequestTest()",""
"passed","Fri Aug 27 13:55:58 GMT 2021","Fri Aug 27 13:55:59 GMT 2021","484","","com.epam.jdi.httptests.example.ServiceTests","","","","serviceInitTest()",""
"passed","Fri Aug 27 13:55:56 GMT 2021","Fri Aug 27 13:55:57 GMT 2021","702","","com.epam.jdi.httptests.example.ServiceTests","","","","htmlBodyParseTest()",""
"passed","Fri Aug 27 13:55:58 GMT 2021","Fri Aug 27 13:55:58 GMT 2021","502","","com.epam.jdi.httptests.example.ServiceTests","","","","statusTestWithQueryInPath()",""
